type,type,date,event_type,event_name,asset_id,is_equipment,location,staging_location_id,staging_location,.features[].properties.staging_location_coordinates[],base_location,base_location_id,.features[].properties.base_location_coordinates[],temp_base,fuelling_arrangement,standby_fuelling_arrangement,response,standby_response,incident_id,incident_name,jurisdiction,dispatch_id,dispatch_number,dispatch_time,dispatch_contact,dispatch_email,dispatch_phone,dispatch_alt_phone,dispatch_ctaf,dispatch_primary_role,service_period_id,is_pdd,agency_personnel_name,agency_personnel_phone,agency_personnel_role,notes,type,.features[].geometry.coordinates[]
,Feature,2022-04-25,STANDBY,Standby,148,false,Jandakot Airport,null,null,,Jandakot Airport,742,115.8817;-32.0967,false,BD,BD,120,120,null,null,WA,null,,null,Duty Pilot,aaafirescan@airaffairs.com.au,+61287660487,,,null,5027,false,,,,,Point,115.8817;-32.0967
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,608,true,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,45,false,325 Aerodrome Rd,null,null,,325 Aerodrome Rd,null,145.1663;-36.8984,false,ABD,null,480,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Winch	,Point,145.1663;-36.8984
,Feature,2022-07-26,AVAILABLE,Available,49,false,Camden,null,null,,Camden,null,150.6958;-34.0544,false,,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.6958;-34.0544
,Feature,2022-07-26,UNAVAILABLE,Unavailable,991,true,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	Currently on contract to BEON for powerline survey work.  Can be recalled with 24-48 hours notice.	,Point,
,Feature,2022-07-26,AVAILABLE,Available,870,true,Pukaki Airport,null,null,,Pukaki Airport,null,170.1185;-44.2376,false,ABD,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.1185;-44.2376
,Feature,2022-07-26,AVAILABLE,Available,871,true,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,872,true,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,873,true,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,631,true,Roma,null,null,,Roma,null,148.7838;-26.5695,false,NA,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,148.7838;-26.5695
,Feature,2022-07-26,AVAILABLE,Available,396,false,Benambra Airport,null,null,,Benambra Airport,null,147.7016;-36.9701,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,147.7016;-36.9701
,Feature,2022-07-26,AVAILABLE,Available,874,true,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,154,false,Meandarra,null,null,,Meandarra,null,149.8869;-27.3045,false,,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,149.8869;-27.3045
,Feature,2022-07-26,AVAILABLE,Available,996,true,96 Ferndale Rd,null,null,,96 Ferndale Rd,null,149.9282;-33.742,false,NA,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	30	000 liter tanker	,Point,149.9282;-33.742
,Feature,2022-07-26,AVAILABLE,Available,754,true,Tumut Aerodrome,null,null,,Tumut Aerodrome,null,148.2431;-35.2688,false,NA,null,300,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	9000 Lt Jet A 1 Truck	Configuration:	9000 Lt Jet A 1 Truck	,Point,148.2431;-35.2688
,Feature,2022-07-26,AVAILABLE,Available,999,true,Emerald Airport,null,null,,Emerald Airport,null,148.1743;-23.5693,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	3000L Jet A1	,Point,148.1743;-23.5693
,Feature,2022-07-26,AVAILABLE,Available,518,true,Armidale Regional Airport,null,null,,Armidale Regional Airport,null,151.615;-30.5321,false,NA,null,40,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,151.615;-30.5321
,Feature,2022-07-26,AVAILABLE,Available,1938,false,487 Mill Rd,null,null,,487 Mill Rd,null,146.5821;-19.2478,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,146.5821;-19.2478
,Feature,2022-07-26,AVAILABLE,Available,50,false,Penrith Lakes Regional Park,null,null,,Penrith Lakes Regional Park,null,150.6851;-33.7286,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Bucketing (900L)	 Air attack	 AI	 FLIR + Flood work	Configuration:	Bucketing (900L)	 Air attack	 AI	 FLIR + Flood work	,Point,150.6851;-33.7286
,Feature,2022-07-26,AVAILABLE,Available,51,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.0947;-37.9761
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,52,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Scheduled Maintenance	,Point,
,Feature,2022-07-26,AVAILABLE,Available,53,false,Camden,null,null,,Camden,null,150.6958;-34.0544,false,,null,4320,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Reasonable notice	Configuration:	pax	,Point,150.6958;-34.0544
,Feature,2022-07-26,AVAILABLE,Available,54,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.1017;-37.9786,false,ABD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.1017;-37.9786
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,55,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Contact Bomber 718	 Justin Mace 0409871225 	QLD	 NSW & Tas Fire Radios	,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,56,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Contact Bomber 716 - Justin Mace: 0409871225	QLD	 NSW & Tas Fire Radios	,Point,
,Feature,2022-07-26,AVAILABLE,Available,57,false,Jindabyne,null,null,,Jindabyne,null,148.6248;-36.4173,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Bucketing (900L)	 Air attack	 AI	 FLIR + Flood work	Configuration:	Bucketing (900L)	 Air attack	 AI	 FLIR + Flood work	,Point,148.6248;-36.4173
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,58,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Contact Bomber 717	 Justin Mace - 0409871225	QLD	 NSW & Tas Fire Radios	,Point,
,Feature,2022-07-26,AVAILABLE,Available,160,false,Caloundra Aerodrome,null,null,,Caloundra Aerodrome,null,153.1099;-26.7984,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,153.1099;-26.7984
,Feature,2022-07-26,AVAILABLE,Available,161,false,Roma Airport,null,null,,Roma Airport,null,148.7792;-26.544,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	FB	,Point,148.7792;-26.544
,Feature,2022-07-26,AVAILABLE,Available,282,false,Touchdown Helicopters,null,null,,Touchdown Helicopters,null,150.8962;-34.4401,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.8962;-34.4401
,Feature,2022-07-26,AVAILABLE,Available,162,false,Caloundra Aerodrome,null,null,,Caloundra Aerodrome,null,153.1099;-26.7984,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	FB	,Point,153.1099;-26.7984
,Feature,2022-07-26,AVAILABLE,Available,740,true,Emerald,null,null,,Emerald,null,148.1583;-23.5243,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,148.1583;-23.5243
,Feature,2022-07-26,AVAILABLE,Available,741,true,Armidale Regional Airport,null,null,,Armidale Regional Airport,null,151.615;-30.5321,false,NA,null,40,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,151.615;-30.5321
,Feature,2022-07-26,AVAILABLE,Available,862,true,Helicopters Otago,null,null,,Helicopters Otago,null,170.3651;-45.8615,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Tanker Truck	,Point,170.3651;-45.8615
,Feature,2022-07-26,AVAILABLE,Available,863,true,Helicopters Otago,null,null,,Helicopters Otago,null,170.3651;-45.8615,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Tanker Truck	,Point,170.3651;-45.8615
,Feature,2022-07-26,AVAILABLE,Available,1701,false,Tower Rd	 Bankstown Aerodrome NSW,null,null,,Tower Rd	 Bankstown Aerodrome NSW,null,150.9815;-33.9243,false,BD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	9 pax aircraft with turbine safety	Configuration:	Transport and fire spotting	,Point,150.9815;-33.9243
,Feature,2022-07-26,AVAILABLE,Available,985,true,Narrabri Airport,null,null,,Narrabri Airport,null,149.8292;-30.3187,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Call 0427101140 (24hr)	Truck can leave the airport for local emergencies	Configuration:	1hr prior notice	,Point,149.8292;-30.3187
,Feature,2022-07-26,UNAVAILABLE,Unavailable,1942,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,287,false,Wagga Wagga Airport,null,null,,Wagga Wagga Airport,null,147.4619;-35.1591,false,ABD,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	pax	,Point,147.4619;-35.1591
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,167,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,168,false,Unnamed Road	 Emerald QLD,null,null,,Unnamed Road	 Emerald QLD,null,148.175;-23.5688,false,,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,148.175;-23.5688
,Feature,2022-07-26,AVAILABLE,Available,625,true,32 Francis St,null,null,,32 Francis St,null,138.5199;-34.8402,false,NA,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	32kl tanker	,Point,138.5199;-34.8402
,Feature,2022-07-26,AVAILABLE,Available,504,true,Parkes Airport,null,null,,Parkes Airport,null,148.2329;-33.1386,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Call 0418 634 997 (24hrs)	Truck can leave the airport for local work in emergencies	Configuration:	1hr prior notice (24hrs)	,Point,148.2329;-33.1386
,Feature,2022-07-26,AVAILABLE,Available,2918,false,Department Fire & Emergency Services (DFES) Bunbury Rescue Helicopter Base,null,null,,Department Fire & Emergency Services (DFES) Bunbury Rescue Helicopter Base,null,115.678;-33.3762,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Rescue	,Point,115.678;-33.3762
,Feature,2022-07-26,UNAVAILABLE,Unavailable,1829,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2917,false,Department of Fire & Emergency Services (DFES) Jandakot Rescue Helicopter Base,null,null,,Department of Fire & Emergency Services (DFES) Jandakot Rescue Helicopter Base,null,115.8853;-32.091,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Rescue	,Point,115.8853;-32.091
,Feature,2022-07-26,AVAILABLE,Available,1949,false,Stawell Aerodrome,null,null,,Stawell Aerodrome,null,142.7405;-37.0688,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Pax transport / Recce	,Point,142.7405;-37.0688
,Feature,2022-07-26,UNAVAILABLE,Unavailable,1828,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2916,false,Department of Fire & Emergency Services (DFES) Jandakot Rescue Helicopter Base,null,null,,Department of Fire & Emergency Services (DFES) Jandakot Rescue Helicopter Base,null,115.8853;-32.091,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Rescue	,Point,115.8853;-32.091
,Feature,2022-07-26,AVAILABLE,Available,1827,false,Rotor-Lift Aviation,null,null,,Rotor-Lift Aviation,null,147.5009;-42.8388,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Air attack	 crew insertion.	,Point,147.5009;-42.8388
,Feature,2022-07-26,AVAILABLE,Available,1705,false,Osborne Aviation Services,null,null,,Osborne Aviation Services,null,147.8589;-43.1043,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Accompanied by 3000L fuel vehicle	Configuration:	with 1000L bucket	,Point,147.8589;-43.1043
,Feature,2022-07-26,AVAILABLE,Available,1825,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.0947;-37.9761
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,64,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,65,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,66,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,67,false,Camden,null,null,,Camden,null,150.6958;-34.0544,false,,null,4320,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Reasonable notice	Configuration:	Pax	,Point,150.6958;-34.0544
,Feature,2022-07-26,AVAILABLE,Available,69,false,Summerland Point,null,null,,Summerland Point,null,151.5702;-33.1394,false,BD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Airwork	 Aerial Application	 Firebombing	 Incident Observation	 Incident Observation Tech Aided	 Mapping	 Sling Load short line	 sling load Long line	 Passenger Transport	,Point,151.5702;-33.1394
,Feature,2022-07-26,AVAILABLE,Available,890,true,192 Airport,null,null,,192 Airport,null,174.1794;-39.0115,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.1794;-39.0115
,Feature,2022-07-26,AVAILABLE,Available,891,true,192 Airport,null,null,,192 Airport,null,174.1777;-39.0123,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.1777;-39.0123
,Feature,2022-07-26,AVAILABLE,Available,892,true,535 Whitcombe Valley Road,null,null,,535 Whitcombe Valley Road,null,171.0255;-42.9475,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0255;-42.9475
,Feature,2022-07-26,AVAILABLE,Available,893,true,259 Pakaraka Road,null,null,,259 Pakaraka Road,null,174.8161;-39.7995,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.8161;-39.7995
,Feature,2022-07-26,AVAILABLE,Available,894,true,535 Whitcombe Valley Road,null,null,,535 Whitcombe Valley Road,null,171.0255;-42.9475,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0255;-42.9475
,Feature,2022-07-26,UNAVAILABLE,Unavailable,296,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2922,false,Poole Road	 Woodbury	 New Zealand,null,null,,Poole Road	 Woodbury	 New Zealand,null,171.1876;-44.0137,false,NA,null,150,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.1876;-44.0137
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,176,false,Ortlipp Rd	 Glenellen NSW,null,null,,Ortlipp Rd	 Glenellen NSW,null,146.9121;-35.907,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Sold and no longer operated by Forest Air	Availability:	Air Attack/Fire suppression/Troop transport/Flood Relief	Configuration:	Air Attack/Fire suppression/Troop transport/Flood Relief	,Point,146.9121;-35.907
,Feature,2022-07-26,AVAILABLE,Available,897,true,Armidale Regional Airport,null,null,,Armidale Regional Airport,null,151.615;-30.5321,false,NA,null,40,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,151.615;-30.5321
,Feature,2022-07-26,AVAILABLE,Available,299,false,Bankstown Airport,null,null,,Bankstown Airport,null,150.9917;-33.9164,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.9917;-33.9164
,Feature,2022-07-26,AVAILABLE,Available,1830,false,Maindample,null,null,,Maindample,null,145.9588;-37.0244,false,ABD,null,2880,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.9588;-37.0244
,Feature,2022-07-26,AVAILABLE,Available,657,true,487 Mill Rd,null,null,,487 Mill Rd,null,146.5821;-19.2478,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Fuel Truck	,Point,146.5821;-19.2478
,Feature,2022-07-26,AVAILABLE,Available,2808,false,Australia By Air,null,null,,Australia By Air,null,150.9919;-33.9197,false,NA,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.9919;-33.9197
,Feature,2022-07-26,AVAILABLE,Available,2807,false,Australia By Air,null,null,,Australia By Air,null,150.9919;-33.9197,false,NA,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.9919;-33.9197
,Feature,2022-07-26,UNAVAILABLE,Unavailable,71,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2806,false,Hunter Valley Aviation,null,null,,Hunter Valley Aviation,null,151.3428;-32.7814,false,NA,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,151.3428;-32.7814
,Feature,2022-07-26,AVAILABLE,Available,2805,false,Basair Aviation College,null,null,,Basair Aviation College,null,153.0143;-27.5684,false,NA,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,153.0143;-27.5684
,Feature,2022-07-26,AVAILABLE,Available,2804,false,Basair Aviation College,null,null,,Basair Aviation College,null,153.0143;-27.5684,false,NA,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,153.0143;-27.5684
,Feature,2022-07-26,AVAILABLE,Available,1836,false,Cambridge,null,null,,Cambridge,null,147.4411;-42.8367,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	FIRE COMMS	,Point,147.4411;-42.8367
,Feature,2022-07-09,STANDBY,Standby,2924,false,Batchelor Aerodrome,null,null,,Batchelor Aerodrome,395,131.0283;-13.0558,false,BD,BD,15,15,null,null,NT,null,,null,Duty Pilot,kylie@xoaviation.com.au,+61419854448,,,null,5248,false,,,,,Point,131.0283;-13.0558
,Feature,2022-07-26,AVAILABLE,Available,2803,false,Orange,null,null,,Orange,null,149.1;-33.2833,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	6 PAX		Air Attack	 	Tech Mapping	 	900L multidrop bucket with 130ft long line		 USB Ports	 	Flir Camera		 Air Conditioned		 99.99% UV windows/doors	 	Ultra High visibility bubble windows/doors	Configuration:	6 PAX	 Air Attack	 Tech Mapping	 900L multidrop bucket with 130ft long line	 USB Ports	 Flir Camera	 Air Conditioned	 99.99% UV windows/doors	 Ultra High visibility bubble windows/doors	,Point,149.1;-33.2833
,Feature,2022-07-26,AVAILABLE,Available,1956,false,Kennedy Dr	 Cambridge TAS,null,null,,Kennedy Dr	 Cambridge TAS,null,147.4838;-42.8298,false,BD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Air Attack	,Point,147.4838;-42.8298
,Feature,2022-07-26,AVAILABLE,Available,2923,false,Way 2 Go Heliservices,null,null,,Way 2 Go Heliservices,null,172.5426;-43.2878,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.5426;-43.2878
,Feature,2022-07-26,AVAILABLE,Available,180,false,Mudgee Airport,null,null,,Mudgee Airport,null,149.6162;-32.5642,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	2	000 litre fuel trailer	OR	19	000 litre fuel tanker	,Point,149.6162;-32.5642
,Feature,2022-07-26,UNAVAILABLE,Unavailable,182,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,184,false,Touchdown Helicopters,null,null,,Touchdown Helicopters,null,150.8962;-34.4401,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Emergency Floats fitted	 AI machine and Drip torch available	,Point,150.8962;-34.4401
,Feature,2022-07-26,AVAILABLE,Available,884,true,10 Lloyd Dunn Avenue,null,null,,10 Lloyd Dunn Avenue,null,169.2443;-44.7233,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.2443;-44.7233
,Feature,2022-07-26,AVAILABLE,Available,2812,false,Bankstown Airport,null,null,,Bankstown Airport,null,150.9917;-33.9164,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.9917;-33.9164
,Feature,2022-07-26,AVAILABLE,Available,1843,false,Toowoomba,null,null,,Toowoomba,null,151.9507;-27.5598,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,151.9507;-27.5598
,Feature,2022-07-26,AVAILABLE,Available,1842,false,Maindample,null,null,,Maindample,null,145.9588;-37.0244,false,ABD,null,2880,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.9588;-37.0244
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,189,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	possibly available sooner	,Point,
,Feature,2022-07-26,AVAILABLE,Available,767,true,Inverell Airport,null,null,,Inverell Airport,null,151.1411;-29.8837,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Call 0267231344	Truck can leave the airport for local emergencies	Configuration:	1hr prior notice	,Point,151.1411;-29.8837
,Feature,2022-07-26,AVAILABLE,Available,769,true,Bendigo Airport,null,null,,Bendigo Airport,null,144.3262;-36.739,false,NA,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Truck can leave the airport for local emergencies	Configuration:	1hr prior notice	,Point,144.3262;-36.739
,Feature,2022-07-26,AVAILABLE,Available,1849,false,Townsville Airport,null,null,,Townsville Airport,null,146.7668;-19.2471,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,146.7668;-19.2471
,Feature,2022-07-26,AVAILABLE,Available,1969,false,Avalon Airport,null,null,,Avalon Airport,null,144.4685;-38.0392,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Pax transport / Aerial supervision / Recce	,Point,144.4685;-38.0392
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,89,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Is being swapped for a new as350B3e	,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,192,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,792,true,1591 Maraekakaho Road,null,null,,1591 Maraekakaho Road,null,176.7668;-39.6521,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Driver requires a HT License to operate	,Point,176.7668;-39.6521
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,194,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,197,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Or sooner	,Point,
,Feature,2022-07-26,AVAILABLE,Available,1854,false,Australia By Air,null,null,,Australia By Air,null,150.9919;-33.9197,false,NA,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	8 pax	,Point,150.9919;-33.9197
,Feature,2022-07-26,AVAILABLE,Available,2700,false,325 Aerodrome Rd,null,null,,325 Aerodrome Rd,null,145.1663;-36.8984,false,ABD,null,1440,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	4000L Bucket	,Point,145.1663;-36.8984
,Feature,2022-07-26,AVAILABLE,Available,90,false,Bankstown Airport,null,null,,Bankstown Airport,null,150.9917;-33.9164,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.9917;-33.9164
,Feature,2022-07-26,AVAILABLE,Available,91,false,Bankstown Airport,null,null,,Bankstown Airport,null,150.9917;-33.9164,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,150.9917;-33.9164
,Feature,2022-07-26,AVAILABLE,Available,2829,false,60 Balfour Road,null,null,,60 Balfour Road,null,176.3482;-39.9677,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,176.3482;-39.9677
,Feature,2022-07-26,AVAILABLE,Available,2828,false,221 Spur Hut Road,null,null,,221 Spur Hut Road,null,171.1593;-44.2057,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	AVAILABILITY COULD BE LONGER IF NOT AT BASE AND IF IT IS CONFIGURED FOR SPRAYING	,Point,171.1593;-44.2057
,Feature,2022-07-26,AVAILABLE,Available,1617,false,404 Wirraway Ave,null,null,,404 Wirraway Ave,null,152.9987;-27.5687,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Either helicopter only	 or FLIR camera with live stream attached	,Point,152.9987;-27.5687
,Feature,2022-07-26,AVAILABLE,Available,1614,false,Cambridge,null,null,,Cambridge,null,147.4411;-42.8367,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Based at Cambridge Aerodrome	Configuration:	Fire COMMS & Thermal Camera	,Point,147.4411;-42.8367
,Feature,2022-07-26,LIMITED,Available (Limited),1856,false,Esperance Airport,null,null,,Esperance Airport,null,121.8304;-33.6827,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	8 hours range 1200 nm	Configuration:	4 seat low wing retractable landing gear	,Point,121.8304;-33.6827
,Feature,2022-07-26,AVAILABLE,Available,99,false,Brisbane Airport,null,null,,Brisbane Airport,null,153.1153;-27.3941,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Saab 340B Plus	 pressurised	 twin turbo-prop. The maximum passengers and payload for any tasking will be advised upon Corporate Air receiving your specific requirements.	Configuration:	30-34 passengers	,Point,153.1153;-27.3941
