type,type,type,.features[].geometry.coordinates[],imei,url,assetType,assetRegistration,transmitted,received,speed,track,events
,Feature,Point,173.2292;-41.2957;5,D19000210,https://arena.nafc.org.au/tracking/api/ext/currentLocations/D19000210?geojson=true,HELICOPTER,ZK-HGU,2020-07-30T20:09:36+1000,2020-07-30T20:09:39+1000,0,0,EVT_LANDING
,Feature,Point,145.1809;-36.8991;144,300234010821350,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010821350?geojson=true,VEHICLE,786-SYA Kestrel Aviation ,2017-02-28T08:39:00+1100,2017-02-28T08:40:02+1100,0,334,EVT_STANDARD
,Feature,Point,151.1908;-33.941;7,300234067848570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067848570?geojson=true,HELICOPTER,FB287 VH-BUK Aerologistics,2022-07-15T15:01:19+1000,2022-07-15T15:01:50+1000,0,158,EVT_SHUTDOWN
,Feature,Point,21.2769;37.9329;5,J17000024,https://arena.nafc.org.au/tracking/api/ext/currentLocations/J17000024?geojson=true,HELICOPTER,HT730 N189AC,2021-09-02T14:39:31+1000,2021-09-02T14:40:20+1000,0,0,EVT_STARTUP
,Feature,Point,-118.3981;50.8786;1865,300234066288100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066288100?geojson=true,HELICOPTER,HT252 C-FPSZ Valhalla Helicopters,2021-07-23T05:53:40+1000,2021-07-23T05:54:34+1000,18,39,EVT_STANDARD
,Feature,Point,149.4536;-29.6723;177,300434063860700,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063860700?geojson=true,FIXED_WING,VH-SNC,2020-03-12T07:06:00+1100,2020-03-12T07:06:13+1100,0,0,EVT_STANDARD
,Feature,Point,171.3447;-43.3217;477,300434063646170,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063646170?geojson=true,HELICOPTER,ZK-HFJ,2022-07-25T11:29:22+1000,2022-07-25T11:31:15+1000,0,0,EVT_ENGINEON
,Feature,Point,149.851;-29.4939;213,300434063962020,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063962020?geojson=true,HELICOPTER,VH-HIW,2020-03-11T18:02:00+1100,2020-03-11T18:02:09+1100,0,0,EVT_STANDARD
,Feature,Point,176.0884;-38.6434;401,300234066734400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066734400?geojson=true,HELICOPTER,ZK-HZJ,2022-07-25T13:02:18+1000,2022-07-25T13:02:46+1000,0,0,EVT_STANDARD
,Feature,Point,138.6352;-34.7866;52,300434062145230,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062145230?geojson=true,VEHICLE,CCM 1 L/C,2021-09-28T11:21:00+1000,2021-09-30T09:36:39+1000,9,160,EVT_STANDARD
,Feature,Point,171.5166;-43.6297;433,300234065304650,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065304650?geojson=true,HELICOPTER,ZK-IRC,2022-07-18T14:14:52+1000,2022-07-18T14:15:30+1000,0,0,EVT_STANDARD
,Feature,Point,-72.6391;-38.7697;110,300234066334900,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066334900?geojson=true,HELICOPTER,N949CH-Data,2020-02-06T00:51:05+1100,2020-02-06T00:51:14+1100,0,0,EVT_STANDARD
,Feature,Point,153.1153;-30.3154;9,300434063860640,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063860640?geojson=true,HELICOPTER,FB297 VH-ANC Precision,2022-07-23T14:15:45+1000,2022-07-23T14:15:55+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.0944;-37.9737;31,300234010835710,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010835710?geojson=true,VEHICLE,Fuel Truck - Moorabbin (MHS 18),2020-12-16T09:25:20+1100,2020-12-16T09:25:41+1100,7,287,EVT_STANDARD
,Feature,Point,170.1215;-43.912;564,300434062167100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062167100?geojson=true,HELICOPTER,ZK-ICD,2020-07-24T07:26:00+1000,2020-07-24T07:52:17+1000,5,229,EVT_STANDARD
,Feature,Point,145.0929;-37.9724;12,300434063484280,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063484280?geojson=true,HELICOPTER,VH-JBY,2021-12-15T11:38:36+1100,2021-12-15T11:38:39+1100,0,0,EVT_SHUTDOWN
,Feature,Point,151.6186;-30.5297;1094,300434062796880,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062796880?geojson=true,FIXED_WING,FS211 VH-EIP Fleet Helicopters,2022-07-19T14:24:18+1000,2022-07-19T14:24:27+1000,0,0,EVT_SHUTDOWN
,Feature,Point,172.5261;-43.4995;40,K14000149,https://arena.nafc.org.au/tracking/api/ext/currentLocations/K14000149?geojson=true,HELICOPTER,ZK-IQT,2021-09-24T15:10:17+1000,2021-09-24T15:10:20+1000,0,0,EVT_SCHEDULED
,Feature,Point,150.4205;-23.8717;201,5X200225000884,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000884?geojson=true,HELICOPTER,VH-EUM,2021-11-13T14:26:38+1100,2021-11-13T14:27:16+1100,0,0,EVT_STANDARD
,Feature,Point,176.0801;-38.7384;388,300434064120030,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064120030?geojson=true,HELICOPTER,ZK-ILV,2022-07-13T10:23:30+1000,2022-07-13T10:23:38+1000,0,0,EVT_STANDARD
,Feature,Point,147.7011;-36.9712;771,300434063397780,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063397780?geojson=true,FIXED_WING,B363 VH-JRN Alpine Airwork RA,2022-07-11T17:58:45+1000,2022-07-11T17:59:02+1000,1,0,EVT_STANDARD
,Feature,Point,150.6872;-34.0401;70,300434062784280,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062784280?geojson=true,HELICOPTER,HT678 N260UH,2022-07-25T17:35:00+1000,2022-07-25T17:35:29+1000,0,0,EVT_STANDARD
,Feature,Point,150.5278;-34.9457;116,300434063226730,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063226730?geojson=true,FIXED_WING,AM203 NPP Air Affairs,2021-01-11T09:26:00+1100,2021-01-11T09:26:17+1100,0,0,EVT_STANDARD
,Feature,Point,153.0715;-27.2064;4,300234064972150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064972150?geojson=true,HELICOPTER,VH-LCN,2021-04-06T11:50:17+1000,2021-04-06T11:51:00+1000,0,0,EVT_STANDARD
,Feature,Point,130.878;-12.4425;32,300234010150500,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010150500?geojson=true,HELICOPTER,VH-CLP,2017-02-18T18:13:30+1100,2017-02-18T18:13:36+1100,0,0,EVT_STANDARD
,Feature,Point,151.6184;-30.5301;1088,300234065309180,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065309180?geojson=true,FIXED_WING,VH-EIP,2017-06-08T14:02:00+1000,2017-06-08T14:02:44+1000,0,234,EVT_STANDARD
,Feature,Point,149.8509;-29.4938;221,300234061637540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061637540?geojson=true,FIXED_WING,B251 VH-WTJ Aircair Aviation,2018-09-27T16:40:04+1000,2018-09-27T16:40:15+1000,0,0,EVT_STANDARD
,Feature,Point,131.0282;-13.0547;109,300234060965550,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060965550?geojson=true,FIXED_WING,B881 VH-NTM - Aerotech NT,2016-07-13T15:09:56+1000,2016-07-13T15:10:14+1000,1,325,EVT_STANDARD
,Feature,Point,145.1812;-36.8988;143,78:A3:E4:9C:22:3E,https://arena.nafc.org.au/tracking/api/ext/currentLocations/78:A3:E4:9C:22:3E?geojson=true,VEHICLE,HT346 Refueller - Kestrel Aviation,2018-04-13T18:59:54+1000,2018-04-13T18:59:56+1000,0,0,EVT_STOPPED
,Feature,Point,144.8982;-37.7202;50,300025010737990,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300025010737990?geojson=true,HELICOPTER,VH-YXK,2017-05-15T06:46:15+1000,2017-05-15T06:47:16+1000,0,0,EVT_STANDARD
,Feature,Point,149.2492;-35.3513;601,300234068683000,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234068683000?geojson=true,HEARTBEAT,TP1811694,2021-07-04T21:17:01+1000,2021-07-04T21:17:13+1000,0,0,EVT_SHUTDOWN
,Feature,Point,170.5032;-45.878;22,300434063014540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063014540?geojson=true,HELICOPTER,FB734 VH-ULT (2) Tasmanian Helicopters,2019-09-03T08:27:39+1000,2019-09-03T08:27:42+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.9836;-36.9751;362,300234068218070,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234068218070?geojson=true,HELICOPTER,FB315 VH-HVY Paton Air Helicopters,2022-07-21T16:49:41+1000,2022-07-21T16:50:33+1000,0,323,EVT_LANDING
,Feature,Point,173.9269;-41.5378;31,300234065363760,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065363760?geojson=true,HELICOPTER,ZK-ITJ,2022-05-25T08:51:43+1000,2022-05-25T08:53:02+1000,0,290,EVT_STANDARD
,Feature,Point,167.7334;-45.4185;242,300434063143150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063143150?geojson=true,HELICOPTER,ZK-IYY Old 2,2021-08-11T09:00:09+1000,2021-08-11T09:00:28+1000,0,0,EVT_STANDARD
,Feature,Point,171.0811;-44.9708;36,300434063297910,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063297910?geojson=true,HELICOPTER,ZK-IEN,2022-07-22T14:07:39+1000,2022-07-22T14:07:47+1000,0,0,EVT_SHUTDOWN
,Feature,Point,153.0714;-27.2068;24,300434064637980,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064637980?geojson=true,HELICOPTER,VH-LDH,2022-06-02T10:34:49+1000,2022-06-02T10:36:05+1000,0,0,EVT_SHUTDOWN
,Feature,Point,23.7849;38.1169;268,300234064220100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064220100?geojson=true,FIXED_WING,B220 VH-LIH Pays Air Service Holdings,2022-07-26T02:53:33+1000,2022-07-26T02:53:41+1000,0,20,EVT_ENGINEOFF
,Feature,Point,174.7928;-39.5453;78,300234066455080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066455080?geojson=true,HELICOPTER,ZK-HRF,2022-07-17T13:41:54+1000,2022-07-17T13:42:07+1000,0,0,EVT_STANDARD
,Feature,Point,170.5011;-45.8795;38,300434063212790,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063212790?geojson=true,FIXED_WING,D????,2020-12-15T12:45:30+1100,2020-12-15T12:45:34+1100,0,0,EVT_STANDARD
,Feature,Point,-117.2406;34.1024;344,13166,https://arena.nafc.org.au/tracking/api/ext/currentLocations/13166?geojson=true,FIXED_WING,B391 N355AC Field Air,2016-08-08T13:00:13+1000,2016-08-08T13:00:55+1000,35,329,EVT_STANDARD
,Feature,Point,174.9853;-40.9011;5,300534062303320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300534062303320?geojson=true,HELICOPTER,ZK-IAG,2022-07-25T09:59:58+1000,2022-07-25T10:00:00+1000,0,1,EVT_STANDARD
,Feature,Point,150.7828;-33.6013;33,300425060916100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300425060916100?geojson=true,FIXED_WING,B210 N138CG - NSWRFS,2022-07-23T12:23:29+1000,2022-07-23T12:23:51+1000,0,56,EVT_SHUTDOWN
,Feature,Point,146.4172;-41.2186;94,300434063013520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063013520?geojson=true,HELICOPTER,FB735 VH-UWT Tasmanian Helicopters,2022-07-24T12:24:30+1000,2022-07-24T12:24:50+1000,0,0,EVT_STANDARD
,Feature,Point,149.1203;-33.3812;968,300434064631950,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064631950?geojson=true,HELICOPTER,HT237 VH-VCB Orange Helicopters,2022-06-30T14:57:33+1000,2022-06-30T14:57:58+1000,1,0,EVT_DROP_STOP
,Feature,Point,168.1665;-46.877;435,300234066434710,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066434710?geojson=true,HELICOPTER,HTD,2021-10-01T16:00:25+1000,2021-10-01T16:01:13+1000,180,228,EVT_STANDARD
,Feature,Point,150.1827;-30.9734;327,300434062149240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062149240?geojson=true,FIXED_WING,B799 VH-AKZ Kennedy Air,2022-07-25T12:00:38+1000,2022-07-25T12:01:00+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.2586;-40.8109;15,300434063645390,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063645390?geojson=true,HELICOPTER,FB708 - VH-OAS - Osborne Aviation,2022-06-29T11:11:05+1000,2022-06-29T11:11:14+1000,0,0,EVT_SHUTDOWN
,Feature,Point,172.3511;-41.7961;187,300434062785440,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062785440?geojson=true,HELICOPTER,MHT Tracker,2022-07-25T12:15:59+1000,2022-07-25T12:16:13+1000,0,0,EVT_SHUTDOWN
,Feature,Point,148.5941;-28.047;196,300434064735570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064735570?geojson=true,FIXED_WING,VH-LWH,2021-07-25T15:12:30+1000,2021-07-25T15:12:34+1000,0,0,EVT_STANDARD
,Feature,Point,151.4356;-33.0662;18,300434062160130,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062160130?geojson=true,HELICOPTER,FB262 VH-JQB National,2021-02-02T10:37:45+1100,2021-02-02T10:37:49+1100,0,0,EVT_STANDARD
,Feature,Point,148.1747;-23.5683;204,300234066886600,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066886600?geojson=true,HELICOPTER,FB405 VH-PKU Heli-Central,2020-11-24T09:52:07+1100,2020-11-24T09:53:53+1100,0,0,EVT_STANDARD
,Feature,Point,177.9821;-38.6611;2,300234066435680,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066435680?geojson=true,HELICOPTER,HZM,2021-11-09T05:17:48+1100,2021-11-09T05:18:40+1100,0,0,EVT_STANDARD
,Feature,Point,151.7281;-32.8793;17,300234011979100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011979100?geojson=true,HELICOPTER,FB299 VH-VRD Skyhook Helicopters,2017-02-23T17:19:00+1100,2017-02-23T17:19:43+1100,0,0,EVT_STANDARD
,Feature,Point,115.8463;-30.3372;603,300434063419150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063419150?geojson=true,FIXED_WING,VH-CSA,2022-07-26T13:16:30+1000,2022-07-26T13:16:58+1000,164,181,EVT_STANDARD
,Feature,Point,170.5013;-45.8792;12,300434062092910,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062092910?geojson=true,HEARTBEAT,TP1714655,2022-04-28T11:04:15+1000,2022-04-28T11:04:19+1000,0,0,EVT_STANDARD
,Feature,Point,146.9718;-36.06;183,5X200225000979,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000979?geojson=true,VEHICLE,T3901 - 34kL,2021-11-04T06:30:54+1100,2021-11-04T06:31:44+1100,54,240,EVT_STANDARD
,Feature,Point,148.7562;-20.2793;18,300434063862770,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063862770?geojson=true,HELICOPTER,VH-XBO FB 417,2020-11-09T12:35:45+1100,2020-11-09T12:35:53+1100,0,0,EVT_STANDARD
,Feature,Point,150.6871;-34.0397;77,300434063962260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063962260?geojson=true,HELICOPTER,FB255 VH-UAI United Aero,2022-03-19T16:58:26+1100,2022-03-19T16:58:30+1100,0,0,EVT_SHUTDOWN
,Feature,Point,131.0883;-12.6866;56,5X200225001006,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225001006?geojson=true,FIXED_WING,VH-NTM-XO-V2-AFF,2021-07-21T17:40:47+1000,2021-07-21T17:42:02+1000,50,115,EVT_SHUTDOWN
,Feature,Point,173.8942;-35.4759;265,300234065308560,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065308560?geojson=true,HELICOPTER,ZK-INH,2022-05-20T06:54:36+1000,2022-05-20T06:55:00+1000,169,322,EVT_STANDARD
,Feature,Point,176.8717;-39.469;5,300234065306570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065306570?geojson=true,HELICOPTER,IPH,2022-04-27T06:25:18+1000,2022-04-27T06:25:59+1000,0,96,EVT_STANDARD
,Feature,Point,168.7462;-45.0169;367,5X200225000992,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000992?geojson=true,HELICOPTER,ZK-ICE,2022-07-26T12:12:34+1000,2022-07-26T12:12:57+1000,0,0,EVT_STANDARD
,Feature,Point,149.6171;-32.5632;450,300034013316640,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013316640?geojson=true,VEHICLE,RM1-AT14FD,2020-02-12T08:52:00+1100,2020-02-12T08:52:59+1100,6,173,EVT_STANDARD
,Feature,Point,145.7518;-16.8879;8,300234065038990,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065038990?geojson=true,HELICOPTER,FB458 VH-VTB,2020-02-12T17:22:31+1100,2020-02-12T17:23:32+1100,0,0,EVT_STANDARD
,Feature,Point,145.7522;-16.8881;12,300234067396610,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067396610?geojson=true,HELICOPTER,FB442 VH-VHU,2021-10-15T14:40:26+1100,2021-10-15T14:42:11+1100,10,257,EVT_STANDARD
,Feature,Point,138.9276;-34.992;447,300434063869640,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063869640?geojson=true,HEARTBEAT,TP1810137,2021-12-02T13:12:19+1100,2021-12-02T13:12:43+1100,1,0,EVT_SHUTDOWN
,Feature,Point,145.0933;-37.9729;24,300434064128450,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064128450?geojson=true,VEHICLE,MHS21,2022-07-23T12:36:28+1000,2022-07-23T12:36:36+1000,0,0,EVT_SHUTDOWN
,Feature,Point,175.0274;-39.9619;2,300234066735420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066735420?geojson=true,HELICOPTER,ZK-HTM,2022-07-12T09:09:11+1000,2022-07-12T09:09:58+1000,0,0,EVT_STANDARD
,Feature,Point,171.5511;-42.3518;100,300234066287340,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066287340?geojson=true,HELICOPTER,ZK-HVR,2022-07-22T14:28:28+1000,2022-07-22T14:29:13+1000,0,293,EVT_STANDARD
,Feature,Point,168.738;-45.0243;366,300434063112590,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063112590?geojson=true,HELICOPTER,ZK-IWE,2022-07-25T14:47:36+1000,2022-07-25T14:47:47+1000,0,0,EVT_SHUTDOWN
,Feature,Point,153.0279;-27.5708;17,5X200225000961,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000961?geojson=true,VEHICLE,AR7026,2021-09-30T12:06:51+1000,2021-09-30T12:07:47+1000,0,0,EVT_STANDARD
,Feature,Point,146.7438;-19.2641;20,300434063878810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063878810?geojson=true,HELICOPTER,NR1,2022-06-28T10:37:05+1000,2022-06-28T10:37:12+1000,0,0,EVT_SHUTDOWN
,Feature,Point,138.94;-34.8172;396,300434062787370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062787370?geojson=true,HEARTBEAT,TP1713657,2022-03-30T12:15:18+1100,2022-03-30T12:15:24+1100,5,0,EVT_SHUTDOWN
,Feature,Point,152.9939;-26.5252;1,300234011850990,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011850990?geojson=true,HELICOPTER,FB524 VH-TOR Becker,2022-01-17T14:39:00+1100,2022-01-17T14:39:25+1100,0,344,EVT_STANDARD
,Feature,Point,170;-43.4631;149,300434062092720,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062092720?geojson=true,HELICOPTER,ZK-HJE,2022-07-23T13:15:03+1000,2022-07-23T13:15:18+1000,0,0,EVT_SHUTDOWN
,Feature,Point,172.4242;-43.5063;86,300434066718820,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066718820?geojson=true,HELICOPTER,ZK-HNV,2022-07-22T07:54:45+1000,2022-07-22T07:55:12+1000,0,0,EVT_STANDARD
,Feature,Point,148.7568;-20.2795;24,5X200225001038,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225001038?geojson=true,HELICOPTER,V2 VH-UHE - HeliBiz AFF,2022-07-23T15:19:49+1000,2022-07-23T15:20:07+1000,0,0,EVT_ENGINEOFF
,Feature,Point,170.4066;-44.013;795,300434064732280,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064732280?geojson=true,HELICOPTER,ZK-IKL,2022-07-25T07:31:22+1000,2022-07-25T07:31:29+1000,0,0,EVT_SHUTDOWN
,Feature,Point,148.0069;-40.9578;66,300234064942120,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064942120?geojson=true,HELICOPTER,FB739 VH-AWK Microflite,2017-01-26T20:30:10+1100,2017-01-26T20:52:14+1100,0,0,EVT_TAKEOFF
,Feature,Point,150.6723;-33.9048;85,G11210023,https://arena.nafc.org.au/tracking/api/ext/currentLocations/G11210023?geojson=true,HELICOPTER,VH-UVA - DZM (not visible),2016-11-07T12:27:09+1100,2016-11-07T12:29:10+1100,0,0,EVT_LANDING
,Feature,Point,152.9987;-27.5692;14,300234060765710,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060765710?geojson=true,HELICOPTER,SAOQFRS10,2018-08-18T11:57:35+1000,2018-08-18T11:57:56+1000,1,0,EVT_STANDARD
,Feature,Point,153.5091;-28.1606;40,M13000075,https://arena.nafc.org.au/tracking/api/ext/currentLocations/M13000075?geojson=true,HELICOPTER,FB327 VH-YXX Microflite,2016-10-28T17:19:51+1100,2016-10-28T17:20:40+1100,0,0,EVT_STARTUP
,Feature,Point,150.6854;-34.0418;83,300034013003500,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013003500?geojson=true,HELICOPTER,FB290 VH-YAS United Aero,2016-04-06T14:35:26+1000,2016-04-06T14:35:33+1000,49,3,EVT_STANDARD
,Feature,Point,140.2074;-36.1977;674,300034013905380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013905380?geojson=true,FIXED_WING,ODZ - B582 Aerotech,2016-04-07T11:54:35+1000,2016-04-07T11:54:43+1000,289,348,EVT_STANDARD
,Feature,Point,149.1764;-21.1754;3,300034013317870,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013317870?geojson=true,HELICOPTER,VH-YUG,2017-04-01T08:01:14+1100,2017-04-01T08:01:37+1100,1,339,EVT_STANDARD
,Feature,Point,150.8344;-32.0379;226,300234062848230,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062848230?geojson=true,FIXED_WING,B360 VH-FBX Pays Air Service,2017-08-17T15:46:41+1000,2017-08-17T15:46:49+1000,0,296,EVT_STANDARD
,Feature,Point,174.181;-39.0096;35,300234066283270,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066283270?geojson=true,HELICOPTER,ZK-ILN,2022-07-26T09:17:45+1000,2022-07-26T09:18:58+1000,0,345,EVT_STANDARD
,Feature,Point,146.5774;-19.2468;33,300534061403530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300534061403530?geojson=true,HELICOPTER,VH-DTS,2020-11-28T17:32:00+1100,2020-11-28T17:33:04+1100,0,0,EVT_STANDARD
